step,epoch,train/loss,valid/loss
441,110,0.046216174960136414,
443,110,0.056352611631155014,
443,110,,0.045100536197423935
445,111,0.04412137717008591,
447,111,0.0599370114505291,
447,111,,0.04301977530121803
449,112,0.041700657457113266,
451,112,0.053284019231796265,
451,112,,0.041159406304359436
453,113,0.03987783193588257,
455,113,0.0481744110584259,
455,113,,0.039520759135484695
457,114,0.03831317275762558,
459,114,0.048297714442014694,
459,114,,0.039018526673316956
461,115,0.03816215693950653,
463,115,0.04566333815455437,
463,115,,0.03955584019422531
465,116,0.03968092426657677,
467,116,0.04055727273225784,
467,116,,0.04031576216220856
469,117,0.038627222180366516,
471,117,0.034782540053129196,
471,117,,0.040933698415756226
473,118,0.041081637144088745,
475,118,0.03339692950248718,
475,118,,0.03984474390745163
477,119,0.037790555506944656,
479,119,0.03257715702056885,
479,119,,0.03716296702623367
481,120,0.033739086240530014,
483,120,0.034828025847673416,
483,120,,0.03385678306221962
485,121,0.03222516551613808,
487,121,0.033284563571214676,
487,121,,0.03181781619787216
489,122,0.029819555580615997,
491,122,0.030586572363972664,
491,122,,0.028887396678328514
493,123,0.027230964973568916,
495,123,0.030974168330430984,
495,123,,0.026409398764371872
497,124,0.02509169653058052,
499,124,0.034494683146476746,
499,124,,0.02410363405942917
501,125,0.02324986457824707,
503,125,0.0347488671541214,
503,125,,0.022282645106315613
505,126,0.02113715000450611,
507,126,0.040396798402071,
507,126,,0.020514093339443207
509,127,0.02086743526160717,
511,127,0.01873018592596054,
511,127,,0.03219377249479294
513,128,0.021607572212815285,
515,128,0.0485062301158905,
515,128,,0.01787283457815647
517,129,0.018431589007377625,
519,129,0.017904547974467278,
519,129,,0.020943574607372284
521,130,0.017341652885079384,
523,130,0.07152698189020157,
523,130,,0.0255892351269722
525,131,0.030161870643496513,
527,131,0.02824203111231327,
527,131,,0.01894029788672924
529,132,0.03058609925210476,
531,132,0.038627106696367264,
531,132,,0.07706697285175323
533,133,0.03343068063259125,
535,133,0.02525544911623001,
535,133,,0.013025199063122272
537,134,0.016416404396295547,
539,134,0.04684147983789444,
539,134,,0.06651338934898376
541,135,0.01530244667083025,
543,135,0.08770179003477097,
543,135,,0.030850978568196297
545,136,0.011459318920969963,
547,136,0.01098745409399271,
547,136,,0.011299755424261093
549,137,0.015745509415864944,
551,137,0.01853947527706623,
551,137,,0.02109432779252529
553,138,0.009417573921382427,
555,138,0.06288625299930573,
555,138,,0.011614932678639889
557,139,0.02993347868323326,
559,139,0.03021923638880253,
559,139,,0.008775847032666206
561,140,0.03975433483719826,
563,140,0.008238766342401505,
563,140,,0.018066715449094772
565,141,0.015490325167775154,
567,141,0.008426539599895477,
567,141,,0.013431733474135399
569,142,0.012130999937653542,
571,142,0.008392484858632088,
571,142,,0.011041386052966118
573,143,0.009330162778496742,
575,143,0.009073229506611824,
575,143,,0.008788492530584335
577,144,0.007777589838951826,
579,144,0.015707535669207573,
579,144,,0.006751346401870251
581,145,0.006319601554423571,
583,145,0.007492451462894678,
583,145,,0.011244150809943676
585,146,0.012212604284286499,
587,146,0.01445135846734047,
587,146,,0.007163575384765863
589,147,0.010659674182534218,
591,147,0.005681267008185387,
591,147,,0.045786384493112564
593,148,0.0720263421535492,
595,148,0.016395820304751396,
595,148,,0.02674870751798153
597,149,0.012506065890192986,
599,149,0.01078415010124445,
599,149,,0.005411885213106871
601,150,0.010509387589991093,
603,150,0.005853491835296154,
603,150,,0.005722483620047569
605,151,0.008129722438752651,
607,151,0.005978063680231571,
607,151,,0.005851322785019875
609,152,0.006782830692827702,
611,152,0.006541653070598841,
611,152,,0.006338773760944605
613,153,0.005453632678836584,
615,153,0.010610552504658699,
615,153,,0.010031778365373611
617,154,0.0041315509006381035,
619,154,0.005745355971157551,
619,154,,0.004628015216439962
621,155,0.008176364935934544,
623,155,0.003739167470484972,
623,155,,0.004507055040448904
625,156,0.004444327671080828,
627,156,0.004787734244018793,
627,156,,0.003392913844436407
629,157,0.004976917523890734,
631,157,0.00424829451367259,
631,157,,0.003295202273875475
633,158,0.0032827670220285654,
635,158,0.002967169741168618,
635,158,,0.0036898497492074966
637,159,0.003952603787183762,
639,159,0.004024548921734095,
639,159,,0.0028686285950243473
641,160,0.004895560443401337,
643,160,0.0057281204499304295,
643,160,,0.003206969005987048
645,161,0.019153393805027008,
647,161,0.0029141847044229507,
647,161,,0.012645816430449486
649,162,0.0184432715177536,
651,162,0.010397369973361492,
651,162,,0.05306931957602501
653,163,0.009529601782560349,
655,163,0.009057454764842987,
655,163,,0.0030552237294614315
657,164,0.013538363389670849,
659,164,0.003053030464798212,
659,164,,0.010688510723412037
661,165,0.013914395123720169,
663,165,0.016527101397514343,
663,165,,0.06553567945957184
665,166,0.014509898610413074,
667,166,0.004063362255692482,
667,166,,0.0025931126438081264
669,167,0.0035458910278975964,
671,167,0.0026906949933618307,
671,167,,0.0029206343460828066
673,168,0.0023891907185316086,
675,168,0.002871612785384059,
675,168,,0.0022976670879870653
677,169,0.0026114745996892452,
679,169,0.0020789208356291056,
679,169,,0.0026682585012167692
681,170,0.0027314366307109594,
683,170,0.0025461099576205015,
683,170,,0.002517293905839324
685,171,0.0020002208184450865,
687,171,0.0022802299354225397,
687,171,,0.002056234749034047
689,172,0.0025026858784258366,
691,172,0.0019708434119820595,
691,172,,0.0025982768274843693
693,173,0.0020582100842148066,
695,173,0.0024825651198625565,
695,173,,0.0019332543015480042
697,174,0.0019297651015222073,
699,174,0.0017726217629387975,
699,174,,0.0019844614434987307
701,175,0.0018826699815690517,
703,175,0.0018992421682924032,
703,175,,0.0017743137432262301
705,176,0.0017071327893063426,
707,176,0.0015953603433445096,
707,176,,0.0017746520461514592
709,177,0.001825424493290484,
711,177,0.0017847021808847785,
711,177,,0.0018942580791190267
713,178,0.0015688642160966992,
715,178,0.0017433579778298736,
715,178,,0.0015642722137272358
717,179,0.0016758522251620889,
719,179,0.0015131622785702348,
719,179,,0.0016203854465857148
721,180,0.0015069945948198438,
723,180,0.0014525078004226089,
723,180,,0.0014893504558131099
725,181,0.001486300490796566,
727,181,0.0014203563332557678,
727,181,,0.0014648601645603776
729,182,0.0013883186038583517,
731,182,0.0014449888840317726,
731,182,,0.0014207068597897887
733,183,0.00138968660030514,
735,183,0.0013494768645614386,
735,183,,0.0014067322481423616
737,184,0.0013568256981670856,
739,184,0.001310950261540711,
739,184,,0.001356757478788495
741,185,0.0013300527352839708,
743,185,0.0012918661814182997,
743,185,,0.0013229603646323085
745,186,0.001288144150748849,
747,186,0.0012520544696599245,
747,186,,0.0013056177413091063
749,187,0.0012549832463264465,
751,187,0.0013173962943255901,
751,187,,0.00127865606918931
753,188,0.0012347865849733353,
755,188,0.0012961614411324263,
755,188,,0.0012521716998890042
757,189,0.0012245636899024248,
759,189,0.001207225606776774,
759,189,,0.0012310849269852042
761,190,0.001218107296153903,
763,190,0.0012145173968747258,
763,190,,0.0012173462891951203
765,191,0.0011718698078766465,
767,191,0.001251496491022408,
767,191,,0.0012058597058057785
769,192,0.0011378048220649362,
771,192,0.001193667878396809,
771,192,,0.0011618620483204722
773,193,0.0011283420026302338,
775,193,0.0010975394397974014,
775,193,,0.0011457375949248672
777,194,0.0011578338453546166,
779,194,0.0010719874408096075,
779,194,,0.00114001939073205
781,195,0.0011124701704829931,
783,195,0.0010740311117842793,
783,195,,0.0011147578479722142
785,196,0.0010842953342944384,
787,196,0.0010568754514679313,
787,196,,0.001084575429558754
789,197,0.0010853734565898776,
791,197,0.0010436285519972444,
791,197,,0.0010789823718369007
793,198,0.001052719191648066,
795,198,0.0010688186157494783,
795,198,,0.00105791084934026
797,199,0.0010477047180756927,
799,199,0.001024134922772646,
799,199,,0.0010401919716969132
801,200,0.0010202444391325116,
803,200,0.0010716867400333285,
803,200,,0.0010284786112606525
805,201,0.0010013367282226682,
807,201,0.0009865908650681376,
807,201,,0.0010105060646310449
809,202,0.0009828134207054973,
811,202,0.000984097016043961,
811,202,,0.0009937192080542445
813,203,0.0009736113133840263,
815,203,0.0009925364283844829,
815,203,,0.0009792852215468884
817,204,0.0009985901415348053,
819,204,0.0009489563526585698,
819,204,,0.00096331094391644
821,205,0.0009333262569271028,
823,205,0.0009183908114209771,
823,205,,0.0009501951280981302
825,206,0.0009172690333798528,
827,206,0.0009499667212367058,
827,206,,0.0009373617940582335
829,207,0.0009229324059560895,
831,207,0.000881936342921108,
831,207,,0.0009232413722202182
833,208,0.0009036163683049381,
835,208,0.0008957309182733297,
835,208,,0.000927753048017621
837,209,0.0009058687719516456,
839,209,0.0009018295095302165,
839,209,,0.0009082258329726756
841,210,0.0008799932547844946,
843,210,0.0009156918968074024,
843,210,,0.0009038100251927972
845,211,0.0008664043270982802,
847,211,0.0009017286938615143,
847,211,,0.0008807713747955859
849,212,0.0008665820932947099,
851,212,0.0008664496708661318,
851,212,,0.0008769955020397902
853,213,0.0008434740011580288,
855,213,0.0008497007074765861,
855,213,,0.0008560073911212385
857,214,0.0008415149059146643,
859,214,0.0008332125726155937,
859,214,,0.0008505977457389235
861,215,0.000840785214677453,
863,215,0.0008412936585955322,
863,215,,0.0008456718642264605
865,216,0.000832580029964447,
867,216,0.000807885779067874,
867,216,,0.0008354791207239032
869,217,0.0008348584524355829,
871,217,0.0007856031879782677,
871,217,,0.000812432961538434
873,218,0.0008061372791416943,
875,218,0.0007992237224243581,
875,218,,0.0008021651883609593
877,219,0.000806066149380058,
879,219,0.0007648533210158348,
879,219,,0.0007932321750558913
881,220,0.0007917113834992051,
883,220,0.0007941712974570692,
883,220,,0.0007827745866961777
885,221,0.0007639771793037653,
887,221,0.0007676303503103554,
887,221,,0.0007807340589351952
889,222,0.0007666650344617665,
891,222,0.0007710572681389749,
891,222,,0.0007682929281145334
893,223,0.0007643045973964036,
895,223,0.0007388556841760874,
895,223,,0.0007603054982610047
897,224,0.0007652015774510801,
899,224,0.0007512231240980327,
899,224,,0.0007452302961610258
901,225,0.0007352492539212108,
903,225,0.0007299805292859674,
903,225,,0.0007387565565295517
905,226,0.000728646875359118,
907,226,0.0007153135957196355,
