epoch,train/loss,step,valid/loss
272,,1091,0.21787859499454498
273,0.17034012079238892,1093,
273,0.19582325220108032,1095,
273,,1095,0.17108272016048431
274,0.15126660466194153,1097,
274,0.19158907234668732,1099,
274,,1099,0.23040199279785156
275,0.16866663098335266,1101,
275,0.21150153875350952,1103,
275,,1103,0.1769299954175949
276,0.16321057081222534,1105,
276,0.24272501468658447,1107,
276,,1107,0.2212042659521103
277,0.1797342300415039,1109,
277,0.2649700343608856,1111,
277,,1111,0.17495068907737732
278,0.16441600024700165,1113,
278,0.30240529775619507,1115,
278,,1115,0.21833495795726776
279,0.17078684270381927,1117,
279,0.17116916179656982,1119,
279,,1119,0.17075581848621368
280,0.16064004600048065,1121,
280,0.32123610377311707,1123,
280,,1123,0.22691358625888824
281,0.16208255290985107,1125,
281,0.18922197818756104,1127,
281,,1127,0.166828453540802
282,0.1707414984703064,1129,
282,0.25126853585243225,1131,
282,,1131,0.22051724791526794
283,0.1785135567188263,1133,
283,0.21403950452804565,1135,
283,,1135,0.1708156168460846
284,0.1595211923122406,1137,
284,0.21412311494350433,1139,
284,,1139,0.22255897521972656
285,0.18942613899707794,1141,
285,0.17223553359508514,1143,
285,,1143,0.16074535250663757
286,0.15589101612567902,1145,
286,0.27451980113983154,1147,
286,,1147,0.24017995595932007
287,0.19080637395381927,1149,
287,0.22760437428951263,1151,
287,,1151,0.16068117320537567
288,0.14805322885513306,1153,
288,0.2604959011077881,1155,
288,,1155,0.21942558884620667
289,0.18246543407440186,1157,
289,0.2344677895307541,1159,
289,,1159,0.17245154082775116
290,0.18086637556552887,1161,
290,0.24350391328334808,1163,
290,,1163,0.20183585584163666
291,0.14036743342876434,1165,
291,0.2848612070083618,1167,
291,,1167,0.18550370633602142
292,0.16542990505695343,1169,
292,0.15225434303283691,1171,
292,,1171,0.18469363451004028
293,0.15378011763095856,1173,
293,0.23921681940555573,1175,
293,,1175,0.19060325622558594
294,0.17231473326683044,1177,
294,0.19329069554805756,1179,
294,,1179,0.18393394351005554
295,0.15120460093021393,1181,
295,0.19530625641345978,1183,
295,,1183,0.18463611602783203
296,0.15464234352111816,1185,
296,0.2185521274805069,1187,
296,,1187,0.1915426105260849
297,0.15482628345489502,1189,
297,0.22985295951366425,1191,
297,,1191,0.17554901540279388
298,0.1593020111322403,1193,
298,0.3095388412475586,1195,
298,,1195,0.20267651975154877
299,0.15264859795570374,1197,
299,0.2246154099702835,1199,
299,,1199,0.17081037163734436
